,x,y,color
13016,88,49,#26f7fd
13017,70,115,#FFFF00
13018,113,36,#F81894
13019,87,49,#26f7fd
13020,70,115,#FFFF00
13021,113,36,#F81894
13022,87,49,#26f7fd
13023,70,115,#FFFF00
13024,113,36,#F81894
13025,87,49,#26f7fd
13026,70,115,#FFFF00
13027,113,36,#F81894
13028,87,48,#26f7fd
13029,70,114,#FFFF00
13030,113,36,#F81894
13031,87,48,#26f7fd
13032,70,114,#FFFF00
13033,113,36,#F81894
13034,87,48,#26f7fd
13035,70,113,#FFFF00
13036,113,36,#F81894
13037,87,48,#26f7fd
13038,70,113,#FFFF00
13039,113,36,#F81894
13040,87,49,#26f7fd
13041,70,113,#FFFF00
13042,113,36,#F81894
13043,87,49,#26f7fd
13044,70,113,#FFFF00
13045,113,36,#F81894
13046,87,50,#26f7fd
13047,70,112,#FFFF00
13048,113,36,#F81894
13049,87,50,#26f7fd
13050,70,112,#FFFF00
13051,113,36,#F81894
13052,87,51,#26f7fd
13053,70,112,#FFFF00
13054,113,36,#F81894
13055,87,51,#26f7fd
13056,70,112,#FFFF00
13057,113,36,#F81894
13058,87,51,#26f7fd
13059,70,111,#FFFF00
13060,113,36,#F81894
13061,87,52,#26f7fd
13062,70,111,#FFFF00
13063,113,36,#F81894
13064,87,52,#26f7fd
13065,70,111,#FFFF00
13066,113,36,#F81894
13067,87,53,#26f7fd
13068,70,110,#FFFF00
13069,113,36,#F81894
13070,88,53,#26f7fd
13071,71,110,#FFFF00
13072,113,36,#F81894
13073,88,53,#26f7fd
13074,71,110,#FFFF00
13075,113,36,#F81894
13076,88,54,#26f7fd
13077,71,109,#FFFF00
13078,113,36,#F81894
13079,88,54,#26f7fd
13080,71,109,#FFFF00
13081,113,36,#F81894
13082,88,55,#26f7fd
13083,71,109,#FFFF00
13084,113,36,#F81894
13085,88,55,#26f7fd
13086,71,108,#FFFF00
13087,113,36,#F81894
13088,88,56,#26f7fd
13089,71,108,#FFFF00
13090,113,36,#F81894
13091,88,56,#26f7fd
13092,70,108,#FFFF00
13093,113,36,#F81894
13094,88,56,#26f7fd
13095,70,108,#FFFF00
13096,113,36,#F81894
13097,88,57,#26f7fd
13098,70,107,#FFFF00
13099,113,36,#F81894
13100,89,57,#26f7fd
13101,70,107,#FFFF00
13102,113,36,#F81894
13103,89,58,#26f7fd
13104,70,107,#FFFF00
13105,113,36,#F81894
13106,89,58,#26f7fd
13107,70,106,#FFFF00
13108,113,36,#F81894
13109,88,58,#26f7fd
13110,70,106,#FFFF00
13111,113,36,#F81894
13112,88,59,#26f7fd
13113,70,106,#FFFF00
13114,113,36,#F81894
13115,88,59,#26f7fd
13116,70,105,#FFFF00
13117,113,36,#F81894
13118,87,59,#26f7fd
13119,70,105,#FFFF00
13120,113,36,#F81894
13121,87,59,#26f7fd
13122,70,105,#FFFF00
13123,113,36,#F81894
13124,86,59,#26f7fd
13125,70,105,#FFFF00
13126,113,36,#F81894
13127,86,59,#26f7fd
13128,70,104,#FFFF00
13129,113,36,#F81894
13130,85,59,#26f7fd
13131,70,104,#FFFF00
13132,113,36,#F81894
13133,85,59,#26f7fd
13134,70,104,#FFFF00
13135,113,36,#F81894
13136,85,59,#26f7fd
13137,70,103,#FFFF00
13138,113,36,#F81894
13139,84,59,#26f7fd
13140,70,103,#FFFF00
13141,113,36,#F81894
13142,84,59,#26f7fd
13143,70,103,#FFFF00
13144,113,36,#F81894
13145,83,59,#26f7fd
13146,70,102,#FFFF00
13147,113,36,#F81894
13148,83,59,#26f7fd
13149,70,102,#FFFF00
13150,113,36,#F81894
13151,82,59,#26f7fd
13152,70,102,#FFFF00
13153,113,36,#F81894
13154,82,59,#26f7fd
13155,70,101,#FFFF00
13156,113,36,#F81894
13157,82,59,#26f7fd
13158,70,101,#FFFF00
13159,114,36,#F81894
13160,81,59,#26f7fd
13161,70,101,#FFFF00
13162,114,36,#F81894
13163,81,59,#26f7fd
13164,70,101,#FFFF00
13165,115,36,#F81894
13166,80,59,#26f7fd
13167,70,100,#FFFF00
13168,116,36,#F81894
13169,80,59,#26f7fd
13170,70,100,#FFFF00
13171,116,36,#F81894
13172,79,59,#26f7fd
13173,70,100,#FFFF00
13174,117,36,#F81894
13175,79,59,#26f7fd
13176,70,99,#FFFF00
13177,117,36,#F81894
13178,79,59,#26f7fd
13179,70,99,#FFFF00
13180,117,36,#F81894
13181,78,59,#26f7fd
13182,70,99,#FFFF00
13183,118,36,#F81894
13184,77,59,#26f7fd
13185,70,98,#FFFF00
13186,118,36,#F81894
13187,77,59,#26f7fd
13188,70,98,#FFFF00
13189,118,36,#F81894
13190,77,59,#26f7fd
13191,70,98,#FFFF00
13192,118,36,#F81894
13193,76,59,#26f7fd
13194,70,97,#FFFF00
13195,118,36,#F81894
13196,76,59,#26f7fd
13197,70,97,#FFFF00
13198,118,36,#F81894
13199,75,59,#26f7fd
13200,70,97,#FFFF00
13201,118,36,#F81894
13202,75,59,#26f7fd
13203,70,96,#FFFF00
13204,118,36,#F81894
13205,75,60,#26f7fd
13206,70,96,#FFFF00
13207,118,36,#F81894
13208,74,60,#26f7fd
13209,70,96,#FFFF00
13210,119,36,#F81894
13211,74,60,#26f7fd
13212,70,96,#FFFF00
13213,119,36,#F81894
13214,73,60,#26f7fd
13215,70,95,#FFFF00
13216,119,36,#F81894
13217,73,60,#26f7fd
13218,70,95,#FFFF00
13219,119,36,#F81894
13220,73,60,#26f7fd
13221,71,95,#FFFF00
13222,118,36,#F81894
13223,72,60,#26f7fd
13224,71,95,#FFFF00
13225,118,36,#F81894
13226,72,60,#26f7fd
13227,71,94,#FFFF00
13228,118,36,#F81894
13229,71,60,#26f7fd
13230,71,94,#FFFF00
13231,117,36,#F81894
13232,71,60,#26f7fd
13233,71,94,#FFFF00
13234,117,36,#F81894
13235,70,60,#26f7fd
13236,71,93,#FFFF00
13237,116,36,#F81894
13238,70,60,#26f7fd
13239,71,93,#FFFF00
13240,116,36,#F81894
13241,69,60,#26f7fd
13242,70,93,#FFFF00
13243,116,36,#F81894
13244,69,60,#26f7fd
13245,70,93,#FFFF00
13246,116,36,#F81894
13247,69,60,#26f7fd
13248,70,92,#FFFF00
13249,114,36,#F81894
13250,68,59,#26f7fd
13251,70,92,#FFFF00
13252,114,36,#F81894
13253,68,59,#26f7fd
13254,70,92,#FFFF00
13255,114,36,#F81894
13256,68,59,#26f7fd
13257,70,91,#FFFF00
13258,113,36,#F81894
13259,67,59,#26f7fd
13260,70,91,#FFFF00
13261,113,36,#F81894
13262,67,59,#26f7fd
13263,70,91,#FFFF00
13264,113,36,#F81894
13265,66,58,#26f7fd
13266,70,91,#FFFF00
13267,113,36,#F81894
13268,66,58,#26f7fd
13269,70,90,#FFFF00
13270,113,36,#F81894
13271,66,58,#26f7fd
13272,70,90,#FFFF00
13273,113,36,#F81894
13274,65,58,#26f7fd
13275,70,90,#FFFF00
13276,113,36,#F81894
13277,65,58,#26f7fd
13278,70,89,#FFFF00
13279,113,36,#F81894
13280,64,57,#26f7fd
13281,70,89,#FFFF00
13282,113,36,#F81894
13283,64,57,#26f7fd
13284,70,89,#FFFF00
13285,112,36,#F81894
13286,63,57,#26f7fd
13287,70,88,#FFFF00
13288,112,36,#F81894
13289,63,57,#26f7fd
13290,70,88,#FFFF00
13291,112,35,#F81894
13292,63,57,#26f7fd
13293,70,88,#FFFF00
13294,112,35,#F81894
13295,62,57,#26f7fd
13296,70,87,#FFFF00
13297,112,35,#F81894
13298,62,57,#26f7fd
13299,70,87,#FFFF00
13300,112,33,#F81894
13301,62,57,#26f7fd
13302,70,87,#FFFF00
13303,112,33,#F81894
13304,61,57,#26f7fd
13305,70,86,#FFFF00
13306,112,32,#F81894
13307,60,57,#26f7fd
13308,70,86,#FFFF00
13309,112,32,#F81894
13310,60,57,#26f7fd
13311,70,86,#FFFF00
13312,112,30,#F81894
13313,60,57,#26f7fd
13314,70,86,#FFFF00
13315,112,29,#F81894
13316,61,56,#26f7fd
13317,70,85,#FFFF00
13318,112,28,#F81894
13319,61,56,#26f7fd
13320,70,85,#FFFF00
13321,112,27,#F81894
13322,61,56,#26f7fd
13323,70,85,#FFFF00
13324,112,25,#F81894
13325,61,55,#26f7fd
13326,70,84,#FFFF00
13327,112,25,#F81894
13328,61,55,#26f7fd
13329,70,84,#FFFF00
13330,112,23,#F81894
13331,61,54,#26f7fd
13332,70,84,#FFFF00
13333,112,23,#F81894
13334,61,54,#26f7fd
13335,70,83,#FFFF00
13336,112,22,#F81894
13337,61,53,#26f7fd
13338,70,83,#FFFF00
13339,112,22,#F81894
13340,61,53,#26f7fd
13341,70,83,#FFFF00
13342,112,22,#F81894
13343,61,53,#26f7fd
13344,70,83,#FFFF00
13345,112,22,#F81894
13346,61,52,#26f7fd
13347,70,82,#FFFF00
13348,112,22,#F81894
13349,61,52,#26f7fd
13350,70,82,#FFFF00
13351,112,23,#F81894
13352,61,51,#26f7fd
13353,70,81,#FFFF00
13354,112,23,#F81894
13355,61,51,#26f7fd
13356,70,81,#FFFF00
13357,112,24,#F81894
13358,61,50,#26f7fd
13359,70,81,#FFFF00
13360,112,24,#F81894
13361,61,50,#26f7fd
13362,70,81,#FFFF00
13363,112,25,#F81894
13364,61,50,#26f7fd
13365,70,80,#FFFF00
13366,112,26,#F81894
13367,61,49,#26f7fd
13368,70,80,#FFFF00
13369,112,27,#F81894
13370,61,49,#26f7fd
13371,70,80,#FFFF00
13372,112,29,#F81894
13373,61,48,#26f7fd
13374,70,79,#FFFF00
13375,112,30,#F81894
13376,61,48,#26f7fd
13377,70,79,#FFFF00
13378,112,31,#F81894
13379,61,47,#26f7fd
13380,70,79,#FFFF00
13381,112,32,#F81894
13382,61,47,#26f7fd
13383,70,78,#FFFF00
13384,112,33,#F81894
13385,61,46,#26f7fd
13386,70,78,#FFFF00
13387,112,34,#F81894
13388,61,46,#26f7fd
13389,70,78,#FFFF00
13390,112,34,#F81894
13391,61,46,#26f7fd
13392,70,78,#FFFF00
13393,112,35,#F81894
13394,61,46,#26f7fd
13395,70,77,#FFFF00
13396,112,36,#F81894
13397,61,46,#26f7fd
13398,70,77,#FFFF00
13399,112,36,#F81894
13400,61,46,#26f7fd
13401,70,77,#FFFF00
13402,112,36,#F81894
13403,61,46,#26f7fd
13404,70,76,#FFFF00
13405,111,37,#F81894
13406,61,46,#26f7fd
13407,70,76,#FFFF00
13408,111,37,#F81894
13409,60,46,#26f7fd
13410,70,76,#FFFF00
13411,110,37,#F81894
13412,60,45,#26f7fd
13413,70,75,#FFFF00
13414,109,37,#F81894
13415,60,45,#26f7fd
13416,70,75,#FFFF00
13417,109,38,#F81894
13418,60,45,#26f7fd
13419,70,75,#FFFF00
13420,107,38,#F81894
13421,59,45,#26f7fd
13422,70,74,#FFFF00
13423,106,38,#F81894
13424,59,45,#26f7fd
13425,70,74,#FFFF00
13426,105,38,#F81894
13427,59,45,#26f7fd
13428,70,74,#FFFF00
13429,105,38,#F81894
13430,58,45,#26f7fd
13431,70,74,#FFFF00
13432,104,38,#F81894
13433,58,45,#26f7fd
13434,70,73,#FFFF00
13435,103,38,#F81894
13436,57,45,#26f7fd
13437,70,73,#FFFF00
13438,102,38,#F81894
13439,57,45,#26f7fd
13440,70,73,#FFFF00
13441,101,38,#F81894
13442,56,45,#26f7fd
13443,70,73,#FFFF00
13444,99,38,#F81894
13445,56,45,#26f7fd
13446,70,72,#FFFF00
13447,98,38,#F81894
13448,55,46,#26f7fd
13449,70,72,#FFFF00
13450,97,38,#F81894
13451,55,46,#26f7fd
13452,70,72,#FFFF00
13453,96,38,#F81894
13454,55,46,#26f7fd
13455,70,71,#FFFF00
13456,95,38,#F81894
13457,54,46,#26f7fd
13458,70,71,#FFFF00
13459,94,38,#F81894
13460,54,46,#26f7fd
13461,70,71,#FFFF00
13462,93,38,#F81894
13463,53,47,#26f7fd
13464,70,70,#FFFF00
13465,92,38,#F81894
13466,53,47,#26f7fd
13467,70,70,#FFFF00
13468,91,38,#F81894
13469,53,47,#26f7fd
13470,70,70,#FFFF00
13471,90,38,#F81894
13472,52,47,#26f7fd
13473,70,69,#FFFF00
13474,88,38,#F81894
13475,52,46,#26f7fd
13476,70,69,#FFFF00
13477,87,38,#F81894
13478,52,46,#26f7fd
13479,70,69,#FFFF00
13480,86,38,#F81894
13481,51,46,#26f7fd
13482,70,69,#FFFF00
13483,85,38,#F81894
13484,51,45,#26f7fd
13485,70,68,#FFFF00
13486,83,38,#F81894
13487,51,45,#26f7fd
13488,69,68,#FFFF00
13489,83,38,#F81894
13490,51,45,#26f7fd
13491,69,68,#FFFF00
13492,81,38,#F81894
13493,51,45,#26f7fd
13494,69,67,#FFFF00
13495,81,38,#F81894
13496,51,45,#26f7fd
13497,69,67,#FFFF00
13498,80,38,#F81894
13499,51,45,#26f7fd
13500,69,67,#FFFF00
13501,78,38,#F81894
13502,51,45,#26f7fd
13503,69,66,#FFFF00
13504,77,38,#F81894
13505,51,45,#26f7fd
13506,69,66,#FFFF00
13507,76,38,#F81894
13508,51,45,#26f7fd
13509,69,66,#FFFF00
13510,75,38,#F81894
13511,51,46,#26f7fd
13512,69,66,#FFFF00
13513,74,38,#F81894
13514,52,46,#26f7fd
13515,69,65,#FFFF00
13516,73,38,#F81894
13517,52,46,#26f7fd
13518,69,65,#FFFF00
13519,71,38,#F81894
13520,51,46,#26f7fd
13521,69,65,#FFFF00
13522,70,38,#F81894
13523,52,45,#26f7fd
13524,69,64,#FFFF00
13525,69,38,#F81894
13526,52,45,#26f7fd
13527,69,64,#FFFF00
13528,69,38,#F81894
13529,51,45,#26f7fd
13530,69,64,#FFFF00
13531,68,38,#F81894
13532,51,45,#26f7fd
13533,69,64,#FFFF00
13534,67,38,#F81894
13535,51,45,#26f7fd
13536,69,63,#FFFF00
13537,66,38,#F81894
13538,51,44,#26f7fd
13539,68,63,#FFFF00
13540,65,38,#F81894
13541,51,44,#26f7fd
13542,68,63,#FFFF00
13543,64,38,#F81894
13544,51,44,#26f7fd
13545,68,62,#FFFF00
13546,64,38,#F81894
13547,51,43,#26f7fd
13548,68,62,#FFFF00
13549,62,38,#F81894
13550,51,43,#26f7fd
13551,68,62,#FFFF00
13552,61,38,#F81894
13553,52,43,#26f7fd
13554,68,61,#FFFF00
13555,59,38,#F81894
13556,52,43,#26f7fd
13557,68,61,#FFFF00
13558,58,38,#F81894
13559,52,43,#26f7fd
13560,68,61,#FFFF00
13561,57,38,#F81894
13562,52,43,#26f7fd
13563,68,61,#FFFF00
13564,56,38,#F81894
13565,52,43,#26f7fd
13566,68,60,#FFFF00
13567,55,38,#F81894
13568,52,43,#26f7fd
13569,68,60,#FFFF00
13570,54,38,#F81894
13571,52,43,#26f7fd
13572,67,60,#FFFF00
13573,53,38,#F81894
13574,52,43,#26f7fd
13575,67,60,#FFFF00
13576,52,38,#F81894
13577,52,43,#26f7fd
13578,67,60,#FFFF00
13579,51,38,#F81894
13580,52,43,#26f7fd
13581,66,60,#FFFF00
13582,50,38,#F81894
13583,52,43,#26f7fd
13584,66,60,#FFFF00
13585,49,38,#F81894
13586,52,43,#26f7fd
13587,66,60,#FFFF00
13588,47,38,#F81894
13589,52,43,#26f7fd
13590,66,60,#FFFF00
13591,46,38,#F81894
13592,52,43,#26f7fd
13593,65,60,#FFFF00
13594,45,38,#F81894
13595,52,43,#26f7fd
13596,65,60,#FFFF00
13597,44,38,#F81894
13598,52,43,#26f7fd
13599,65,60,#FFFF00
13600,43,38,#F81894
13601,52,43,#26f7fd
13602,64,59,#FFFF00
13603,41,38,#F81894
13604,52,43,#26f7fd
13605,64,59,#FFFF00
13606,40,38,#F81894
13607,52,43,#26f7fd
13608,64,59,#FFFF00
13609,39,38,#F81894
13610,52,43,#26f7fd
13611,63,59,#FFFF00
13612,38,38,#F81894
13613,52,43,#26f7fd
13614,63,59,#FFFF00
13615,37,38,#F81894
13616,52,43,#26f7fd
13617,63,59,#FFFF00
13618,35,38,#F81894
13619,52,43,#26f7fd
13620,63,59,#FFFF00
13621,35,38,#F81894
13622,52,43,#26f7fd
13623,62,59,#FFFF00
13624,33,38,#F81894
13625,52,43,#26f7fd
13626,62,59,#FFFF00
13627,33,38,#F81894
13628,52,43,#26f7fd
13629,62,59,#FFFF00
13630,32,38,#F81894
13631,52,43,#26f7fd
13632,62,58,#FFFF00
13633,31,38,#F81894
13634,52,43,#26f7fd
13635,62,58,#FFFF00
13636,31,38,#F81894
13637,52,43,#26f7fd
13638,62,58,#FFFF00
13639,30,38,#F81894
13640,52,43,#26f7fd
13641,62,58,#FFFF00
13642,30,38,#F81894
13643,52,43,#26f7fd
13644,62,58,#FFFF00
13645,30,38,#F81894
13646,52,43,#26f7fd
13647,61,57,#FFFF00
13648,29,38,#F81894
13649,52,43,#26f7fd
13650,61,57,#FFFF00
13651,29,38,#F81894
13652,52,43,#26f7fd
13653,61,57,#FFFF00
13654,29,38,#F81894
13655,52,43,#26f7fd
13656,60,57,#FFFF00
13657,29,38,#F81894
13658,52,43,#26f7fd
13659,60,56,#FFFF00
13660,29,38,#F81894
13661,52,43,#26f7fd
13662,60,56,#FFFF00
13663,29,38,#F81894
13664,52,43,#26f7fd
13665,60,56,#FFFF00
13666,29,38,#F81894
13667,52,43,#26f7fd
13668,60,56,#FFFF00
13669,29,38,#F81894
13670,52,43,#26f7fd
13671,60,55,#FFFF00
13672,29,38,#F81894
13673,52,43,#26f7fd
13674,60,55,#FFFF00
13675,29,38,#F81894
13676,52,43,#26f7fd
13677,60,55,#FFFF00
13678,28,38,#F81894
13679,52,43,#26f7fd
13680,60,55,#FFFF00
13681,28,38,#F81894
13682,52,43,#26f7fd
13683,60,54,#FFFF00
13684,28,38,#F81894
13685,52,43,#26f7fd
13686,60,54,#FFFF00
13687,28,38,#F81894
13688,52,43,#26f7fd
13689,60,54,#FFFF00
13690,28,38,#F81894
13691,52,43,#26f7fd
13692,60,53,#FFFF00
13693,28,38,#F81894
13694,52,43,#26f7fd
13695,60,53,#FFFF00
13696,28,38,#F81894
13697,52,43,#26f7fd
13698,60,53,#FFFF00
13699,28,38,#F81894
13700,52,43,#26f7fd
13701,60,53,#FFFF00
13702,28,38,#F81894
13703,52,43,#26f7fd
13704,60,52,#FFFF00
13705,28,38,#F81894
13706,52,43,#26f7fd
13707,60,52,#FFFF00
13708,28,38,#F81894
13709,52,43,#26f7fd
13710,60,52,#FFFF00
13711,28,38,#F81894
13712,52,43,#26f7fd
13713,60,51,#FFFF00
13714,28,38,#F81894
13715,52,43,#26f7fd
13716,60,51,#FFFF00
13717,28,38,#F81894
13718,52,43,#26f7fd
13719,61,51,#FFFF00
13720,28,38,#F81894
13721,52,43,#26f7fd
13722,61,51,#FFFF00
13723,28,38,#F81894
13724,52,43,#26f7fd
13725,61,51,#FFFF00
13726,28,38,#F81894
13727,52,43,#26f7fd
13728,61,51,#FFFF00
13729,28,38,#F81894
13730,52,43,#26f7fd
13731,61,51,#FFFF00
13732,28,38,#F81894
13733,52,43,#26f7fd
13734,62,51,#FFFF00
13735,28,38,#F81894
13736,52,43,#26f7fd
13737,62,51,#FFFF00
13738,28,38,#F81894
13739,52,43,#26f7fd
13740,62,51,#FFFF00
13741,28,38,#F81894
13742,52,43,#26f7fd
13743,63,51,#FFFF00
13744,28,38,#F81894
13745,52,43,#26f7fd
13746,63,51,#FFFF00
13747,28,38,#F81894
13748,52,43,#26f7fd
13749,63,51,#FFFF00
13750,28,38,#F81894
13751,52,43,#26f7fd
13752,63,51,#FFFF00
13753,28,38,#F81894
13754,52,43,#26f7fd
13755,63,51,#FFFF00
13756,28,38,#F81894
13757,52,43,#26f7fd
13758,63,51,#FFFF00
13759,28,38,#F81894
13760,52,43,#26f7fd
13761,62,51,#FFFF00
13762,28,38,#F81894
13763,52,43,#26f7fd
13764,62,51,#FFFF00
13765,28,38,#F81894
13766,52,43,#26f7fd
13767,62,51,#FFFF00
13768,28,38,#F81894
13769,52,43,#26f7fd
13770,62,51,#FFFF00
13771,28,38,#F81894
13772,52,43,#26f7fd
13773,61,51,#FFFF00
13774,28,38,#F81894
13775,52,43,#26f7fd
13776,61,51,#FFFF00
13777,28,38,#F81894
13778,52,43,#26f7fd
13779,61,51,#FFFF00
13780,28,38,#F81894
13781,52,43,#26f7fd
13782,61,51,#FFFF00
13783,28,38,#F81894
13784,52,43,#26f7fd
13785,60,52,#FFFF00
13786,28,38,#F81894
13787,52,43,#26f7fd
13788,60,52,#FFFF00
13789,28,38,#F81894
13790,52,43,#26f7fd
13791,60,52,#FFFF00
13792,28,38,#F81894
13793,52,43,#26f7fd
13794,60,52,#FFFF00
13795,28,38,#F81894
13796,52,43,#26f7fd
13797,60,53,#FFFF00
13798,28,38,#F81894
13799,51,43,#26f7fd
13800,59,53,#FFFF00
13801,28,38,#F81894
13802,51,43,#26f7fd
13803,59,53,#FFFF00
13804,28,38,#F81894
13805,51,42,#26f7fd
13806,59,54,#FFFF00
13807,28,38,#F81894
13808,50,42,#26f7fd
13809,59,54,#FFFF00
13810,28,38,#F81894
13811,50,42,#26f7fd
13812,59,54,#FFFF00
13813,28,38,#F81894
13814,50,43,#26f7fd
13815,59,53,#FFFF00
13816,28,38,#F81894
13817,50,43,#26f7fd
13818,59,53,#FFFF00
13819,28,38,#F81894
13820,50,43,#26f7fd
13821,59,53,#FFFF00
13822,28,38,#F81894
13823,51,44,#26f7fd
13824,58,52,#FFFF00
13825,28,38,#F81894
13826,51,44,#26f7fd
13827,58,52,#FFFF00
13828,28,38,#F81894
13829,51,45,#26f7fd
13830,58,52,#FFFF00
13831,28,38,#F81894
13832,51,45,#26f7fd
13833,58,52,#FFFF00
13834,28,38,#F81894
13835,51,46,#26f7fd
13836,58,52,#FFFF00
13837,28,38,#F81894
13838,51,46,#26f7fd
13839,57,52,#FFFF00
13840,28,38,#F81894
13841,51,46,#26f7fd
13842,57,52,#FFFF00
13843,28,38,#F81894
13844,51,47,#26f7fd
13845,57,52,#FFFF00
13846,28,38,#F81894
13847,51,47,#26f7fd
13848,57,52,#FFFF00
13849,28,38,#F81894
13850,51,48,#26f7fd
13851,56,52,#FFFF00
13852,28,38,#F81894
13853,51,48,#26f7fd
13854,56,52,#FFFF00
13855,28,38,#F81894
13856,51,48,#26f7fd
13857,56,52,#FFFF00
13858,28,38,#F81894
13859,51,49,#26f7fd
13860,56,52,#FFFF00
13861,28,38,#F81894
13862,50,49,#26f7fd
13863,56,52,#FFFF00
13864,28,38,#F81894
13865,51,49,#26f7fd
13866,56,52,#FFFF00
13867,28,38,#F81894
13868,51,50,#26f7fd
13869,56,52,#FFFF00
13870,28,38,#F81894
13871,51,50,#26f7fd
13872,57,52,#FFFF00
13873,28,38,#F81894
13874,51,51,#26f7fd
13875,57,52,#FFFF00
13876,28,38,#F81894
13877,51,51,#26f7fd
13878,57,52,#FFFF00
13879,28,38,#F81894
13880,51,52,#26f7fd
13881,57,52,#FFFF00
13882,28,38,#F81894
13883,51,52,#26f7fd
13884,58,52,#FFFF00
13885,28,38,#F81894
13886,51,53,#26f7fd
13887,58,52,#FFFF00
13888,28,38,#F81894
13889,51,53,#26f7fd
13890,58,52,#FFFF00
13891,28,38,#F81894
13892,51,53,#26f7fd
13893,59,52,#FFFF00
13894,28,38,#F81894
13895,51,54,#26f7fd
13896,59,52,#FFFF00
13897,28,38,#F81894
13898,51,54,#26f7fd
13899,59,52,#FFFF00
13900,28,38,#F81894
13901,51,55,#26f7fd
13902,59,52,#FFFF00
13903,28,38,#F81894
13904,50,55,#26f7fd
13905,60,52,#FFFF00
13906,28,38,#F81894
13907,50,55,#26f7fd
13908,60,52,#FFFF00
13909,28,38,#F81894
13910,50,56,#26f7fd
13911,60,51,#FFFF00
13912,28,38,#F81894
13913,50,56,#26f7fd
13914,60,51,#FFFF00
13915,28,38,#F81894
13916,50,57,#26f7fd
13917,60,51,#FFFF00
13918,28,38,#F81894
13919,50,57,#26f7fd
13920,60,51,#FFFF00
13921,28,38,#F81894
13922,50,57,#26f7fd
13923,60,50,#FFFF00
13924,28,38,#F81894
13925,49,58,#26f7fd
13926,60,50,#FFFF00
13927,28,38,#F81894
13928,49,58,#26f7fd
13929,60,50,#FFFF00
13930,28,38,#F81894
13931,48,58,#26f7fd
13932,60,49,#FFFF00
13933,28,38,#F81894
13934,48,59,#26f7fd
13935,60,49,#FFFF00
13936,28,38,#F81894
13937,48,59,#26f7fd
13938,60,49,#FFFF00
13939,28,38,#F81894
13940,47,59,#26f7fd
13941,60,49,#FFFF00
13942,28,38,#F81894
13943,47,59,#26f7fd
13944,60,48,#FFFF00
13945,28,38,#F81894
13946,47,59,#26f7fd
13947,60,48,#FFFF00
13948,28,38,#F81894
13949,46,59,#26f7fd
13950,60,48,#FFFF00
13951,28,38,#F81894
13952,46,59,#26f7fd
13953,60,47,#FFFF00
13954,28,38,#F81894
13955,45,59,#26f7fd
13956,60,47,#FFFF00
13957,28,38,#F81894
13958,45,59,#26f7fd
13959,60,47,#FFFF00
13960,28,38,#F81894
13961,44,59,#26f7fd
13962,60,46,#FFFF00
13963,28,38,#F81894
13964,44,59,#26f7fd
13965,60,46,#FFFF00
13966,28,38,#F81894
13967,44,59,#26f7fd
13968,60,46,#FFFF00
13969,28,38,#F81894
13970,43,59,#26f7fd
13971,60,46,#FFFF00
13972,28,38,#F81894
13973,43,59,#26f7fd
13974,60,45,#FFFF00
13975,28,38,#F81894
13976,42,59,#26f7fd
13977,60,45,#FFFF00
13978,28,38,#F81894
13979,42,60,#26f7fd
13980,60,45,#FFFF00
13981,28,38,#F81894
13982,42,60,#26f7fd
13983,60,45,#FFFF00
13984,28,38,#F81894
13985,41,60,#26f7fd
13986,60,45,#FFFF00
13987,28,38,#F81894
13988,41,60,#26f7fd
13989,60,44,#FFFF00
13990,28,38,#F81894
13991,40,60,#26f7fd
13992,60,44,#FFFF00
13993,28,38,#F81894
13994,40,60,#26f7fd
13995,60,44,#FFFF00
13996,28,38,#F81894
13997,39,60,#26f7fd
13998,60,44,#FFFF00
13999,28,38,#F81894
14000,39,60,#26f7fd
14001,60,43,#FFFF00
14002,28,38,#F81894
14003,38,60,#26f7fd
14004,60,43,#FFFF00
14005,28,38,#F81894
14006,38,60,#26f7fd
14007,60,43,#FFFF00
14008,28,38,#F81894
14009,38,59,#26f7fd
14010,60,43,#FFFF00
14011,28,38,#F81894
14012,37,59,#26f7fd
14013,60,43,#FFFF00
14014,28,38,#F81894
14015,37,59,#26f7fd
14016,60,43,#FFFF00
14017,28,38,#F81894
14018,37,59,#26f7fd
14019,60,43,#FFFF00
14020,28,38,#F81894
14021,36,58,#26f7fd
14022,60,43,#FFFF00
14023,28,38,#F81894
14024,36,58,#26f7fd
14025,61,44,#FFFF00
14026,28,38,#F81894
14027,36,58,#26f7fd
14028,61,44,#FFFF00
14029,28,38,#F81894
14030,36,57,#26f7fd
14031,61,44,#FFFF00
14032,28,38,#F81894
14033,36,56,#26f7fd
14034,61,45,#FFFF00
14035,28,38,#F81894
14036,36,56,#26f7fd
14037,61,45,#FFFF00
14038,28,38,#F81894
14039,36,56,#26f7fd
14040,61,45,#FFFF00
14041,28,38,#F81894
14042,36,55,#26f7fd
14043,60,45,#FFFF00
14044,28,38,#F81894
14045,36,55,#26f7fd
14046,60,46,#FFFF00
14047,28,38,#F81894
14048,36,55,#26f7fd
14049,61,46,#FFFF00
14050,28,38,#F81894
14051,36,54,#26f7fd
14052,60,46,#FFFF00
14053,28,38,#F81894
14054,36,53,#26f7fd
14055,60,47,#FFFF00
14056,28,38,#F81894
14057,36,53,#26f7fd
14058,60,47,#FFFF00
14059,28,38,#F81894
14060,36,53,#26f7fd
14061,60,47,#FFFF00
14062,28,38,#F81894
14063,36,52,#26f7fd
14064,60,46,#FFFF00
